0.00242877063,0.000294693674,0.00651558923
0.00320736232,0.000680019157,0.00829518605
0.00408196941,0.00114837853,0.0103180821
0.00504858737,0.00169601948,0.0125945875
0.00610380784,0.00232076890,0.0151252481
0.00724489218,0.00302059562,0.0179131647
0.00846954520,0.00379356488,0.0209636212
0.00977579181,0.00463796225,0.0242821032
0.0111619195,0.00555233013,0.0278733453
0.0126264192,0.00653526044,0.0317431945
0.0141679407,0.00758538593,0.0358984488
0.0157852501,0.00870128555,0.0403477081
0.0174772816,0.00988195407,0.0448735061
0.0192430466,0.0111262390,0.0493937834
0.0210816444,0.0124330241,0.0539126492
0.0229922566,0.0138012445,0.0584322362
0.0249741504,0.0152299366,0.0629538958
0.0270266026,0.0167178771,0.0674811922
0.0291489888,0.0182640692,0.0720156428
0.0313408271,0.0198679577,0.0765555901
0.0336015329,0.0215282371,0.0811050649
0.0359306079,0.0232438062,0.0856662562
0.0383277587,0.0250143539,0.0902361880
0.0407857820,0.0268378687,0.0948227296
0.0432196408,0.0287146561,0.0994192518
0.0456329023,0.0306424410,0.104034518
0.0480267647,0.0326213717,0.108663161
0.0504020628,0.0346499773,0.113308940
0.0527596267,0.0367270054,0.117974035
0.0551004190,0.0388523970,0.122654717
0.0574250254,0.0410119120,0.127357800
0.0597342817,0.0431409734,0.132080709
0.0620289085,0.0452485630,0.136823229
0.0643095299,0.0473348516,0.141587197
0.0665766836,0.0493994893,0.146376554
0.0688310773,0.0514436343,0.151188174
0.0710732810,0.0534675670,0.156022765
0.0733038327,0.0554714612,0.160881337
0.0755232347,0.0574553059,0.165765541
0.0777319469,0.0594187843,0.170678178
0.0799305354,0.0613627599,0.175616750
0.0821194654,0.0632872816,0.180582216
0.0842991918,0.0651924142,0.185575337
0.0864701566,0.0670781922,0.190596880
0.0886327924,0.0689446592,0.195647465
0.0907875184,0.0707918058,0.200727824
0.0929347530,0.0726197422,0.205838102
0.0950748859,0.0744282452,0.210979713
0.0972083116,0.0762172459,0.216153332
0.0993354230,0.0779867886,0.221359100
0.101456599,0.0797367619,0.226597699
0.103572207,0.0814668537,0.231870506
0.105682627,0.0831773234,0.237176594
0.107788217,0.0848677255,0.242517698
0.109889336,0.0865378438,0.247894569
0.111986344,0.0881877021,0.253306985
0.114079593,0.0898168885,0.258756287
0.116169434,0.0914253522,0.264242400
0.118256217,0.0930126969,0.269766448
0.120340289,0.0945787464,0.275328677
0.122421993,0.0961232323,0.280929605
0.124501681,0.0976456635,0.286570453
0.126579680,0.0991461943,0.292250131
0.128656351,0.100623962,0.297971003
0.130732031,0.102078805,0.303732931
0.132807051,0.103510561,0.309535750
0.134881771,0.104918502,0.315381094
0.136956579,0.106301602,0.321271451
0.139031820,0.107659578,0.327206764
0.141107824,0.108992299,0.333186456
0.143184940,0.110299284,0.339211019
0.145263518,0.111580044,0.345280894
0.147343879,0.112834372,0.351395603
0.149426408,0.114061370,0.357556707
0.151511597,0.115259187,0.363768438
0.153599808,0.116427348,0.370030752
0.155691311,0.117566138,0.376341370
0.157786466,0.118674920,0.382700683
0.159885623,0.119753134,0.389108786
0.161989191,0.120799734,0.395567047
0.164098126,0.121809671,0.402087537
0.166202697,0.122798703,0.408638272
0.168303839,0.123757552,0.415243951
0.170401301,0.124685837,0.421904774
0.172494793,0.125583199,0.428620893
0.174582637,0.126451765,0.435387670
0.176664380,0.127291412,0.442204967
0.178741160,0.128098891,0.449078618
0.180812526,0.128873914,0.456008592
0.182878117,0.129615106,0.462997542
0.184937295,0.130322856,0.470043771
0.186989401,0.130997312,0.477146267
0.189034011,0.131636083,0.484310094
0.191070112,0.132241279,0.491529658
0.193097097,0.132810825,0.498809305
0.195113914,0.133345940,0.506145775
0.197119750,0.133844828,0.513542803
0.199113354,0.134308985,0.520996757
0.201093684,0.134736846,0.528510984
0.203059384,0.135128825,0.536084530
0.205008969,0.135485484,0.543716313
0.206940870,0.135806823,0.551406664
0.208853412,0.136092246,0.559157331
0.210744651,0.136342319,0.566967820
0.212612465,0.136557555,0.574838009
0.214454557,0.136737944,0.582769134
0.216266973,0.136887734,0.590755816
0.218042298,0.137018619,0.598782619
0.219782000,0.137121282,0.606865505
0.221482465,0.137196592,0.615005984
0.223133651,0.137260546,0.623184668
0.224730392,0.137318570,0.631397544
0.226272329,0.137360425,0.639664177
0.227738501,0.137428051,0.647932821
0.229134068,0.137496511,0.656244101
0.230434036,0.137616158,0.664538861
0.231638469,0.137771671,0.672846799
0.232722257,0.138009114,0.681119723
0.233670741,0.138349695,0.689342125
0.234465483,0.138818879,0.697496065
0.235080801,0.139462183,0.705538367
0.235487648,0.140331119,0.713419761
0.235654224,0.141484337,0.721080872
0.235546565,0.142985656,0.728452793
0.235131684,0.144902871,0.735452638
